iter	Logloss
254	0.358007585
255	0.3579817878
256	0.3579657621
257	0.3579524147
258	0.3579366622
259	0.3579216887
260	0.3578958524
261	0.3578771787
262	0.3578651569
263	0.3578421849
264	0.3578278454
265	0.3578076996
266	0.3577932582
267	0.3577751235
268	0.3577613098
269	0.3577434409
270	0.357717938
271	0.3577050248
272	0.3576829019
273	0.3576574908
274	0.3576328903
275	0.3576197514
276	0.3575960279
277	0.3575827318
278	0.3575649135
279	0.3575467591
280	0.357535762
281	0.3575046948
282	0.357485956
283	0.3574722941
284	0.3574522827
285	0.3574297703
286	0.3574073856
287	0.357391394
288	0.3573770141
289	0.3573506395
290	0.3573354388
291	0.3573172362
292	0.3573006454
293	0.3572865417
294	0.3572700479
295	0.3572541809
296	0.3572425708
297	0.3572214761
298	0.357200645
299	0.3571852838
300	0.3571674457
301	0.3571505425
302	0.357123673
303	0.3571035423
304	0.3570770644
305	0.3570579222
306	0.3570299409
307	0.3570096774
308	0.3569893203
309	0.3569504125
310	0.3569354197
311	0.3569192857
312	0.3569055845
313	0.3568908373
314	0.3568732486
315	0.3568516497
316	0.3568329566
317	0.3568029949
318	0.3567864299
319	0.3567637632
320	0.3567429943
321	0.3567260936
322	0.3567035521
323	0.356688679
324	0.3566710293
325	0.3566543106
326	0.3566437776
327	0.3566293813
328	0.3566106052
329	0.3565986803
330	0.3565841248
331	0.356569074
332	0.3565498875
333	0.3565309976
334	0.3565140678
335	0.3564955952
336	0.3564819091
337	0.3564607406
338	0.3564378273
339	0.3564204707
340	0.3564055247
341	0.3563849534
342	0.3563693962
343	0.3563580527
344	0.3563403367
345	0.3563230369
346	0.3563062564
347	0.3562877195
348	0.3562662566
349	0.3562548612
350	0.3562408587
351	0.356221533
352	0.3562063183
353	0.3561937012
354	0.3561706577
355	0.3561523053
356	0.3561364481
357	0.3561197545
358	0.3561062442
359	0.3560909876
360	0.3560687129
361	0.3560517976
362	0.3560374655
363	0.3560118457
364	0.3560005519
365	0.3559831672
366	0.3559670537
367	0.3559539566
368	0.3559399167
369	0.3559237385
370	0.355899151
371	0.3558811037
372	0.3558641718
373	0.3558489173
374	0.3558322697
375	0.355816099
376	0.3558016328
377	0.3557736432
378	0.3557588891
379	0.355747083
380	0.355735925
381	0.3557187488
382	0.3557016449
383	0.3556868757
384	0.3556672742
385	0.3556517778
386	0.3556338475
387	0.3556199561
388	0.3556064163
389	0.3555888582
390	0.3555734529
391	0.3555603214
392	0.3555463563
393	0.3555341292
394	0.3555239334
395	0.3555097678
396	0.3554967601
397	0.3554846003
398	0.3554676997
399	0.3554538898
400	0.3554422812
401	0.3554306582
402	0.3554198277
403	0.3554034647
404	0.3553884221
405	0.3553740161
406	0.3553586293
407	0.3553399279
408	0.3553286198
409	0.3553142615
410	0.3553006884
411	0.3552861342
412	0.355266568
413	0.3552522993
414	0.3552390308
415	0.3552268817
416	0.3552083731
417	0.355194817
418	0.3551814384
419	0.3551674836
420	0.3551558519
421	0.3551459434
422	0.3551338564
423	0.355122818
424	0.355111577
425	0.3550976256
426	0.3550855842
427	0.3550707325
428	0.3550595808
429	0.3550487281
430	0.3550328633
431	0.3550068863
432	0.3549935112
433	0.3549799693
434	0.3549572079
435	0.3549385822
436	0.3549251084
437	0.3549098506
438	0.354894771
439	0.3548771115
440	0.354859024
441	0.3548509597
442	0.3548403957
443	0.3548264322
444	0.3548142627
445	0.3548046622
446	0.3547937412
447	0.3547840518
448	0.3547735077
449	0.3547580116
450	0.3547446326
451	0.3547304518
452	0.3547204881
453	0.3547030508
454	0.3546911758
455	0.3546697887
456	0.3546603036
457	0.3546488586
458	0.3546340109
459	0.3546227367
460	0.3546110112
461	0.3545956938
462	0.3545856714
463	0.3545724134
464	0.3545602972
465	0.3545508764
466	0.3545353376
467	0.3545239223
468	0.3545138769
469	0.3545021726
470	0.3544910258
471	0.35448022
472	0.3544644149
473	0.3544549554
474	0.3544446024
475	0.3544306927
476	0.3544184953
477	0.3544050546
478	0.3543969561
479	0.3543822293
480	0.3543723541
481	0.354363236
482	0.3543501984
483	0.3543388687
484	0.3543261477
485	0.3543105438
486	0.3542966334
487	0.3542852225
488	0.3542690366
489	0.3542569678
490	0.3542404521
491	0.3542157762
492	0.3542014776
493	0.3541893479
494	0.3541790107
495	0.3541636812
496	0.3541529599
497	0.3541411102
498	0.3541265017
499	0.3541182909
500	0.3541046296
501	0.3540926183
502	0.3540805484
503	0.3540598848
504	0.3540435012
505	0.3540295937
506	0.354017512
507	0.3540028868
508	0.3539921233
509	0.3539776365
510	0.3539588873
511	0.3539368995
512	0.3539267207
513	0.3539153715
514	0.3539008056
515	0.353888134
516	0.3538736138
517	0.3538635136
518	0.3538514863
519	0.353841083
520	0.3538298123
521	0.3538155721
522	0.3538023622
523	0.3537874714
524	0.3537717088
525	0.3537580221
526	0.3537441708
527	0.3537322443
528	0.3537198265
529	0.3537103903
530	0.3536971854
531	0.3536832186
532	0.3536682747
533	0.3536569529
534	0.3536423528
535	0.3536300153
536	0.3536151008
537	0.3536053573
538	0.3535947311
539	0.3535849392
540	0.3535731204
541	0.3535599875
542	0.3535502344
543	0.3535434109
544	0.353531218
545	0.3535175915
546	0.3535072715
547	0.3534978727
548	0.3534845723
549	0.3534745761
550	0.3534612715
551	0.3534443621
552	0.3534311421
553	0.3534169742
554	0.353404291
555	0.3533961001
556	0.3533775269
557	0.3533650424
558	0.3533535808
559	0.3533416063
560	0.3533303159
561	0.3533153812
562	0.3533042358
563	0.3532939968
564	0.3532819516
565	0.353263875
566	0.3532510472
567	0.3532436669
568	0.3532311436
569	0.3532200154
570	0.3532077763
571	0.3531969039
572	0.3531833059
573	0.3531699833
574	0.3531585357
575	0.353144648
576	0.3531360207
577	0.3531234562
578	0.35311291
579	0.3531030882
580	0.3530923343
581	0.3530817274
582	0.3530714749
583	0.3530570512
584	0.3530433923
585	0.3530341509
586	0.3530220779
587	0.353009423
588	0.3530006009
589	0.3529890587
590	0.3529765884
591	0.3529635915
592	0.3529537968
593	0.3529428855
594	0.3529352082
595	0.3529213286
596	0.3529119037
597	0.3529048245
598	0.3528956925
599	0.3528852725
600	0.3528702422
601	0.3528599297
602	0.3528477422
603	0.3528344255
604	0.3528237105
605	0.3528145429
606	0.3528037412
607	0.3527913415
608	0.3527802298
609	0.3527692945
610	0.3527560579
611	0.3527476685
612	0.3527383083
613	0.3527281193
614	0.3527172095
615	0.3527084029
616	0.352697786
617	0.3526883864
618	0.35267357
619	0.3526630998
620	0.3526536918
621	0.3526399455
622	0.3526298492
623	0.352619781
624	0.3526118284
625	0.3525945132
626	0.3525851819
627	0.3525763902
628	0.3525669386
629	0.3525564227
630	0.3525450466
631	0.3525342204
632	0.3525195242
633	0.3525081252
634	0.3524981021
635	0.3524884602
636	0.3524776817
637	0.35246741
638	0.3524558441
639	0.352443816
640	0.3524340567
641	0.3524227661
642	0.352411563
643	0.3524024841
644	0.352393445
645	0.3523856776
646	0.3523771721
647	0.352355357
648	0.3523443318
649	0.3523363324
650	0.3523262958
651	0.3523167501
652	0.3523065374
653	0.3522962187
654	0.3522817521
655	0.3522702169
656	0.3522607271
657	0.3522510403
658	0.3522404884
659	0.3522321542
660	0.3522175076
661	0.3522098245
662	0.3521984303
663	0.3521897664
664	0.3521774818
665	0.3521677922
666	0.3521563563
667	0.352140446
668	0.3521304871
669	0.3521178939
670	0.3521083448
671	0.3520973328
672	0.3520858331
673	0.3520767726
674	0.3520661856
675	0.3520565728
676	0.3520478038
677	0.3520335367
678	0.3520251225
679	0.3520080144
680	0.3519917327
681	0.3519803382
682	0.3519724979
683	0.3519591105
684	0.351943934
685	0.3519324181
686	0.3519231191
687	0.3519136667
688	0.3519042746
689	0.3518960931
690	0.3518867361
691	0.3518732806
692	0.351862362
693	0.3518523354
694	0.3518429592
695	0.3518309117
696	0.351821741
697	0.3518095028
698	0.3518010072
699	0.3517882041
700	0.3517759612
701	0.3517661596
702	0.3517557071
703	0.3517440382
704	0.3517326108
705	0.3517165717
706	0.3517055678
707	0.3516984243
708	0.3516870549
709	0.3516790737
710	0.3516688642
711	0.3516594038
712	0.3516515996
713	0.3516408498
714	0.3516291353
715	0.3516202593
716	0.3516109779
717	0.351601106
718	0.3515895117
719	0.351580192
720	0.3515705551
721	0.3515620792
722	0.3515540141
723	0.3515441488
724	0.3515333706
725	0.3515229148
726	0.3515142417
727	0.3515051935
728	0.351492908
729	0.3514844976
730	0.351473908
731	0.3514624802
732	0.3514560943
733	0.3514468387
734	0.3514395785
735	0.3514298689
736	0.3514202725
737	0.3514100799
738	0.3513998283
739	0.3513891612
740	0.3513783882
741	0.3513685073
742	0.3513586052
743	0.3513453738
744	0.3513343267
745	0.3513196167
746	0.3513107134
747	0.3513012598
748	0.351289788
749	0.3512801136
750	0.3512697301
751	0.3512601268
752	0.3512497728
753	0.3512426676
754	0.3512277123
755	0.3512169434
756	0.351207029
757	0.3511969714
758	0.3511864303
759	0.3511731555
760	0.3511633677
761	0.3511508709
762	0.3511378769
763	0.3511283993
764	0.3511164932
765	0.3511051224
766	0.3510947673
767	0.3510820742
768	0.3510714053
769	0.3510622208
770	0.3510503811
771	0.3510407412
772	0.3510342986
773	0.3510247093
774	0.3510167226
775	0.3510049876
776	0.350992941
777	0.3509844481
778	0.3509748611
779	0.3509671254
780	0.3509548881
781	0.3509438143
782	0.3509306048
783	0.3509210623
784	0.3509134043
785	0.3509052075
786	0.3508948786
787	0.3508848501
788	0.3508767255
789	0.3508657396
790	0.3508563545
791	0.3508465298
792	0.3508364426
793	0.3508291734
794	0.3508187147
795	0.3508113719
796	0.3508017087
797	0.3507893489
798	0.3507789984
799	0.3507705972
800	0.3507614967
801	0.3507522086
802	0.3507443341
803	0.3507364287
804	0.3507258007
805	0.3507156372
806	0.3507082318
807	0.3506982461
808	0.3506896528
809	0.3506802985
810	0.3506719757
811	0.3506616536
812	0.3506503928
813	0.3506413918
814	0.3506299406
815	0.3506176276
816	0.350610354
817	0.3506022015
818	0.3505925012
819	0.3505812026
820	0.3505718847
821	0.3505598233
822	0.3505511451
823	0.3505407522
824	0.3505299694
825	0.3505193085
826	0.3505101721
827	0.3504982143
828	0.3504883365
829	0.3504769463
830	0.3504670889
831	0.3504587854
832	0.3504474635
833	0.3504368524
834	0.3504291714
835	0.3504209717
836	0.3504126251
837	0.3504020554
838	0.3503919638
839	0.3503810808
840	0.3503698706
841	0.3503603201
842	0.3503520545
843	0.3503426536
844	0.3503344265
845	0.3503261132
846	0.3503147953
847	0.3503048848
848	0.3502985035
849	0.3502881671
850	0.3502800064
851	0.3502711397
852	0.3502625214
853	0.3502548163
854	0.3502412427
855	0.350233966
856	0.3502269096
857	0.3502197621
858	0.3502116162
859	0.3502024917
860	0.3501941324
861	0.3501855825
862	0.3501763125
863	0.350166151
864	0.3501571292
865	0.3501427698
866	0.3501327846
867	0.3501243444
868	0.350113853
869	0.3501048972
870	0.3500957583
871	0.3500854391
872	0.3500762665
873	0.350064831
874	0.3500557694
875	0.3500475628
876	0.3500356431
877	0.3500270093
878	0.3500201517
879	0.3500102033
880	0.3500009629
881	0.3499917335
882	0.3499835754
883	0.3499749466
884	0.3499661574
885	0.3499585949
886	0.3499466064
887	0.3499385892
888	0.3499286313
889	0.3499196157
890	0.3499104606
891	0.3498999585
892	0.3498880228
893	0.3498778353
894	0.3498667936
895	0.3498583883
896	0.3498495349
897	0.349840819
898	0.3498315415
899	0.3498235999
900	0.3498160285
901	0.3498069511
902	0.3497898353
903	0.3497807209
904	0.3497660448
905	0.3497565129
906	0.3497470841
907	0.3497391635
908	0.3497293249
909	0.3497209583
910	0.3497146167
911	0.3497017696
912	0.349691622
913	0.3496808495
914	0.349672666
915	0.3496626494
916	0.3496556101
917	0.3496438238
918	0.3496341651
919	0.3496257304
920	0.3496140644
921	0.3496039016
922	0.3495922865
923	0.3495815715
924	0.3495687846
925	0.3495592429
926	0.3495498423
927	0.3495401206
928	0.3495306824
929	0.3495236592
930	0.3495160921
931	0.3495049646
932	0.349495431
933	0.3494874892
934	0.3494796781
935	0.3494678761
936	0.3494586204
937	0.3494495978
938	0.3494409494
939	0.3494328382
940	0.3494246257
941	0.3494197711
942	0.3494117533
943	0.3494016221
944	0.3493945773
945	0.3493888962
946	0.3493807947
947	0.3493723664
948	0.3493651248
949	0.3493552931
950	0.3493462027
951	0.34933829
952	0.349329366
953	0.3493226812
954	0.3493146443
955	0.3493048062
956	0.3492944872
957	0.3492851033
958	0.3492779126
959	0.3492662997
960	0.3492596845
961	0.3492512127
962	0.3492404378
963	0.3492313324
964	0.3492229675
965	0.3492152189
966	0.3492043698
967	0.3491960827
968	0.349186992
969	0.3491788106
970	0.34916695
971	0.3491563383
972	0.3491453206
973	0.3491384743
974	0.3491289635
975	0.3491221098
976	0.3491145643
977	0.349107741
978	0.3491000589
979	0.3490897693
980	0.3490824223
981	0.3490708377
982	0.3490616914
983	0.3490529775
984	0.3490460732
985	0.3490384002
986	0.3490299136
987	0.3490212348
988	0.3490127953
989	0.3490050423
990	0.3489968437
991	0.3489881401
992	0.3489806437
993	0.3489725674
994	0.3489654892
995	0.3489559153
996	0.3489475176
997	0.3489395888
998	0.3489296217
999	0.3489222539
1000	0.3489148979
1001	0.348910579
1002	0.3489001994
1003	0.3488923214
1004	0.3488840113
1005	0.3488759288
1006	0.3488673937
1007	0.3488587542
1008	0.3488477602
1009	0.34883816
1010	0.3488247676
1011	0.3488158454
1012	0.3488079991
1013	0.3487967429
1014	0.3487871606
1015	0.3487810705
1016	0.3487712642
1017	0.3487637811
1018	0.3487560597
1019	0.34874631
1020	0.348735895
1021	0.3487287212
1022	0.3487200531
1023	0.3487110626
1024	0.3487017603
1025	0.3486933131
1026	0.3486848578
1027	0.348673449
1028	0.3486653867
1029	0.3486571697
1030	0.3486505631
1031	0.3486428398
1032	0.3486356029
1033	0.3486289372
1034	0.3486214544
1035	0.3486130838
1036	0.3486014846
1037	0.3485920428
1038	0.3485823962
1039	0.3485741666
1040	0.3485649423
1041	0.3485539242
1042	0.3485465877
1043	0.3485359922
1044	0.3485285522
1045	0.3485119345
1046	0.3485052876
1047	0.3484944885
1048	0.3484860084
1049	0.3484777134
1050	0.3484698225
1051	0.3484626446
1052	0.3484529392
1053	0.3484454149
1054	0.3484391315
1055	0.3484328469
1056	0.348425988
1057	0.3484185166
1058	0.3484115315
1059	0.3484051447
1060	0.3483966599
1061	0.3483877008
1062	0.3483784959
1063	0.3483691283
1064	0.3483596407
1065	0.3483485869
1066	0.348340683
1067	0.3483307084
1068	0.3483220196
1069	0.3483127826
1070	0.3483039119
1071	0.3482933798
1072	0.3482844195
1073	0.3482736602
1074	0.3482648323
1075	0.3482552709
1076	0.3482441803
1077	0.3482368477
1078	0.3482268913
1079	0.3482190939
1080	0.3482097497
1081	0.3482033798
1082	0.3481963505
1083	0.3481915508
1084	0.3481837758
1085	0.348177184
1086	0.3481678575
1087	0.3481585992
1088	0.3481479995
1089	0.3481389732
1090	0.3481306761
1091	0.3481247667
1092	0.348114159
1093	0.3481065867
1094	0.3480973569
1095	0.348087501
1096	0.3480781826
1097	0.3480688433
1098	0.348061314
1099	0.348050704
1100	0.348042388
1101	0.3480346829
1102	0.3480286875
1103	0.3480179038
1104	0.3480067843
1105	0.3479972994
1106	0.3479883731
1107	0.3479804729
1108	0.3479727567
1109	0.3479629305
1110	0.3479540593
1111	0.3479437627
1112	0.3479354431
1113	0.3479260177
1114	0.3479180635
1115	0.3479100384
1116	0.3479026974
1117	0.3478957796
1118	0.3478879347
1119	0.347878606
1120	0.3478689833
1121	0.34786064
1122	0.3478514936
1123	0.3478422104
1124	0.3478335322
1125	0.347825788
1126	0.3478168998
1127	0.3478092065
1128	0.3478027339
1129	0.3477943747
1130	0.3477837824
1131	0.3477718964
1132	0.3477622654
1133	0.3477548231
1134	0.3477460417
1135	0.3477374652
1136	0.3477293361
1137	0.3477206147
1138	0.3477091941
1139	0.3476974066
1140	0.3476897116
1141	0.3476827492
1142	0.3476732748
1143	0.3476629128
1144	0.3476518051
1145	0.3476436792
1146	0.3476351048
1147	0.3476233709
1148	0.3476154659
1149	0.3476072595
1150	0.3475977468
1151	0.3475893867
1152	0.347582998
1153	0.347574344
1154	0.347565939
1155	0.3475565795
1156	0.3475469976
1157	0.3475402441
1158	0.3475314666
1159	0.347522524
1160	0.3475124048
1161	0.3475055304
1162	0.3474945297
1163	0.3474858213
1164	0.3474772643
1165	0.3474698178
1166	0.3474599222
1167	0.3474521165
1168	0.3474452415
1169	0.3474378989
1170	0.3474305575
1171	0.3474236534
1172	0.3474140165
1173	0.3474059759
1174	0.3473986161
1175	0.3473912312
1176	0.3473838275
1177	0.3473758756
1178	0.3473678615
1179	0.3473604964
1180	0.3473526072
1181	0.3473452595
1182	0.3473373426
1183	0.3473296552
1184	0.3473205126
1185	0.3473133567
1186	0.3473043813
1187	0.3472947191
1188	0.3472804237
1189	0.3472701437
1190	0.3472623111
1191	0.3472559661
1192	0.3472484995
1193	0.3472384051
1194	0.3472288966
1195	0.3472195709
1196	0.3472129495
1197	0.3472060725
1198	0.3471995201
1199	0.3471901873
1200	0.3471794067
1201	0.3471706588
1202	0.3471609075
1203	0.3471518955
1204	0.3471449747
1205	0.3471361516
1206	0.3471262759
1207	0.3471178372
1208	0.3471112577
1209	0.347104416
1210	0.3470968882
1211	0.3470897753
1212	0.3470777412
1213	0.3470659899
1214	0.3470564217
1215	0.347049979
1216	0.3470423336
1217	0.3470332522
1218	0.3470248167
1219	0.3470160226
1220	0.3470081937
1221	0.3470011919
1222	0.3469911743
1223	0.3469838531
1224	0.346975203
1225	0.3469686868
1226	0.3469595505
1227	0.3469500741
1228	0.3469413511
1229	0.3469331214
1230	0.346926001
1231	0.3469174865
1232	0.3469101956
1233	0.3469020961
1234	0.3468959358
1235	0.3468890446
1236	0.3468835958
1237	0.3468750312
1238	0.3468646978
1239	0.3468556938
1240	0.3468456108
1241	0.3468391368
1242	0.3468325145
1243	0.3468253168
1244	0.3468184745
1245	0.3468111997
1246	0.3468050512
1247	0.3467989468
1248	0.3467886738
1249	0.3467813788
1250	0.3467730666
1251	0.3467653315
1252	0.3467597231
1253	0.3467530488
1254	0.3467451009
1255	0.3467374455
1256	0.3467304449
1257	0.3467249245
1258	0.3467160397
1259	0.3467095337
1260	0.3467008959
1261	0.3466946037
1262	0.3466869584
1263	0.3466766012
1264	0.3466692378
1265	0.3466601743
1266	0.3466508572
1267	0.3466400718
1268	0.3466313312
1269	0.3466232899
1270	0.3466161765
1271	0.3466070927
1272	0.3466003014
1273	0.3465888889
1274	0.3465790917
1275	0.3465740891
1276	0.346565312
1277	0.3465581549
1278	0.346550354
1279	0.3465434853
1280	0.3465328739
1281	0.34652489
1282	0.3465175223
1283	0.3465100102
1284	0.3465021684
1285	0.346494036
1286	0.3464858217
1287	0.3464795005
1288	0.3464717487
1289	0.3464641346
1290	0.3464554139
1291	0.3464471675
1292	0.3464396983
1293	0.346430573
1294	0.3464222972
1295	0.3464137
1296	0.3464045097
1297	0.3463955862
1298	0.3463897017
1299	0.3463792363
1300	0.3463710548
1301	0.3463637864
1302	0.3463508758
1303	0.3463443279
1304	0.3463363296
1305	0.3463253788
1306	0.3463161868
1307	0.3463058517
1308	0.3462972018
1309	0.3462915555
1310	0.3462845345
1311	0.3462785708
1312	0.3462701472
1313	0.3462632083
1314	0.3462570164
1315	0.3462482105
1316	0.3462396135
1317	0.346231405
1318	0.3462225528
1319	0.3462145022
1320	0.3462074608
1321	0.3461996144
1322	0.3461908683
1323	0.3461823024
1324	0.3461733135
1325	0.3461650433
1326	0.3461549993
1327	0.3461457028
1328	0.346138079
1329	0.3461307057
1330	0.3461207839
1331	0.3461117895
1332	0.3461048652
1333	0.3460973996
1334	0.3460875341
1335	0.3460780214
1336	0.3460698683
1337	0.3460622984
1338	0.3460559162
1339	0.3460475059
1340	0.3460397646
1341	0.3460281044
1342	0.3460194042
1343	0.3460106042
1344	0.3460031369
1345	0.3459953656
1346	0.3459889849
1347	0.3459818421
1348	0.3459763135
1349	0.3459641105
1350	0.3459562401
1351	0.3459494641
1352	0.345940767
1353	0.3459347414
1354	0.3459272493
1355	0.3459184501
1356	0.3459101858
1357	0.3459017422
1358	0.3458929336
1359	0.3458824756
1360	0.3458760796
1361	0.3458707227
1362	0.3458614585
1363	0.3458522084
1364	0.3458416863
1365	0.3458334287
1366	0.3458251655
1367	0.3458157225
1368	0.3458092749
1369	0.3458019018
1370	0.3457965689
1371	0.3457871276
1372	0.3457787744
1373	0.3457729336
1374	0.3457656541
1375	0.3457569426
1376	0.3457490386
1377	0.3457418796
1378	0.3457334263
1379	0.3457238542
1380	0.3457157049
1381	0.3457081605
1382	0.3457000799
1383	0.3456934874
1384	0.3456861554
1385	0.3456803915
1386	0.345670111
1387	0.3456593411
1388	0.3456516233
1389	0.3456453362
1390	0.3456372275
1391	0.3456303926
1392	0.3456238195
1393	0.3456148365
1394	0.3456077856
1395	0.345602825
1396	0.3455967605
1397	0.3455880825
1398	0.3455815546
1399	0.3455737369
1400	0.3455656856
1401	0.345556496
1402	0.3455482472
1403	0.3455395789
1404	0.3455321401
1405	0.3455240033
1406	0.3455160709
1407	0.3455111304
1408	0.3455025582
1409	0.345495914
1410	0.3454890205
1411	0.3454787614
1412	0.3454726397
1413	0.3454649786
1414	0.3454579193
1415	0.345451092
1416	0.3454445032
1417	0.3454376226
1418	0.3454304668
1419	0.3454229092
1420	0.345415246
1421	0.3454070991
1422	0.3453967324
1423	0.3453860514
1424	0.345378405
1425	0.3453708679
1426	0.3453620232
1427	0.3453550635
1428	0.3453477262
1429	0.3453395408
1430	0.345331975
1431	0.3453231739
1432	0.3453151835
1433	0.3453073844
1434	0.3452974573
1435	0.3452899763
1436	0.3452820726
1437	0.3452731889
1438	0.3452664612
1439	0.3452590087
1440	0.3452515422
1441	0.3452413552
1442	0.3452339827
1443	0.345226641
1444	0.3452202742
1445	0.3452119267
1446	0.3452024949
1447	0.3451955274
1448	0.3451881135
1449	0.345180242
1450	0.3451739487
1451	0.345166738
1452	0.3451569959
1453	0.3451472651
1454	0.3451407967
1455	0.3451327333
1456	0.3451238452
1457	0.3451151092
1458	0.3451060735
1459	0.3450991095
1460	0.3450905079
1461	0.3450846905
1462	0.345075629
1463	0.3450687423
1464	0.3450593899
1465	0.3450519495
1466	0.3450434429
1467	0.3450344712
1468	0.3450285838
1469	0.3450220467
1470	0.3450140453
1471	0.3450069774
1472	0.3449998204
1473	0.3449923899
1474	0.3449854712
1475	0.3449782527
1476	0.3449675474
1477	0.3449601131
1478	0.3449530622
1479	0.3449446735
1480	0.3449375274
1481	0.3449299582
1482	0.3449215281
1483	0.3449124407
1484	0.344904668
1485	0.3448966838
1486	0.3448871617
1487	0.3448813239
1488	0.3448745301
1489	0.344868117
1490	0.3448588581
1491	0.3448508702
1492	0.3448415857
1493	0.3448323427
1494	0.3448205272
1495	0.344812945
1496	0.3447995971
1497	0.3447916391
1498	0.3447834075
1499	0.3447774635
1500	0.3447708702
1501	0.3447660271
1502	0.3447580432
1503	0.3447505483
1504	0.3447436225
1505	0.3447361801
1506	0.3447286719
1507	0.3447229822
1508	0.3447139188
1509	0.3447051589
1510	0.3446986551
1511	0.3446899071
