iter	Passed	Remaining
358	9257	1280088
359	9281	1279815
360	9308	1280007
361	9333	1279853
362	9355	1279309
363	9381	1279228
364	9402	1278662
365	9425	1278224
366	9454	1278684
367	9479	1278562
368	9503	1278175
369	9527	1277930
370	9552	1277860
371	9576	1277616
372	9600	1277277
373	9626	1277310
374	9648	1276826
375	9676	1277117
376	9700	1276835
377	9724	1276633
378	9747	1276166
379	9774	1276329
380	9797	1275927
381	9825	1276232
382	9848	1275796
383	9868	1275156
384	9894	1275059
385	9918	1274844
386	9944	1274851
387	9973	1275320
388	10000	1275426
389	10024	1275176
390	10050	1275157
391	10072	1274624
392	10099	1274805
393	10122	1274484
394	10149	1274597
395	10175	1274611
396	10200	1274526
397	10224	1274265
398	10248	1274034
399	10272	1273741
400	10297	1273708
401	10318	1273038
402	10343	1272922
403	10370	1273138
404	10392	1272634
405	10415	1272281
406	10438	1271977
407	10464	1271948
408	10487	1271557
409	10512	1271533
410	10533	1270967
411	10558	1270776
412	10582	1270600
413	10612	1271064
414	10639	1271205
415	10663	1271065
416	10690	1271162
417	10713	1270850
418	10737	1270575
419	10764	1270762
420	10789	1270668
421	10815	1270658
422	10840	1270502
423	10862	1270122
424	10889	1270254
425	10911	1269739
426	10934	1269421
427	10960	1269445
428	10986	1269475
429	11010	1269312
430	11035	1269199
431	11058	1268807
432	11084	1268864
433	11108	1268707
434	11132	1268436
435	11158	1268474
436	11183	1268417
437	11209	1268404
438	11234	1268328
439	11260	1268346
440	11284	1268184
441	11309	1268050
442	11332	1267687
443	11354	1267280
444	11378	1267095
445	11401	1266771
446	11424	1266536
447	11446	1266067
448	11470	1265827
449	11494	1265638
450	11517	1265346
451	11543	1265421
452	11570	1265565
453	11596	1265525
454	11621	1265488
455	11647	1265473
456	11671	1265347
457	11697	1265301
458	11721	1265081
459	11742	1264646
460	11771	1264926
461	11795	1264783
462	11819	1264627
463	11844	1264551
464	11867	1264232
465	11891	1263994
466	11914	1263777
467	11940	1263788
468	11962	1263361
469	11985	1263104
470	12007	1262714
471	12032	1262642
472	12056	1262453
473	12082	1262411
474	12108	1262443
475	12134	1262471
476	12158	1262350
477	12184	1262355
478	12211	1262445
479	12237	1262451
480	12260	1262257
481	12285	1262171
482	12309	1261940
483	12332	1261732
484	12357	1261650
485	12383	1261611
486	12409	1261647
487	12435	1261709
488	12460	1261622
489	12489	1261970
490	12516	1262059
491	12541	1262042
492	12566	1261974
493	12591	1261831
494	12617	1261881
495	12640	1261631
496	12664	1261390
497	12689	1261319
498	12714	1261314
499	12738	1261116
500	12764	1261130
501	12790	1261178
502	12816	1261147
503	12843	1261345
504	12866	1261089
505	12890	1260902
506	12916	1260923
507	12943	1261020
508	12969	1261002
509	12992	1260760
510	13017	1260699
511	13042	1260662
512	13065	1260343
513	13089	1260183
514	13116	1260300
515	13139	1260086
516	13163	1259947
517	13189	1259975
518	13216	1260050
519	13241	1259953
520	13264	1259713
521	13289	1259623
522	13317	1259841
523	13344	1260001
524	13373	1260255
525	13399	1260277
526	13424	1260243
527	13454	1260617
528	13478	1260523
529	13505	1260592
530	13531	1260622
531	13555	1260419
532	13581	1260448
533	13605	1260338
534	13631	1260338
535	13657	1260389
536	13683	1260358
537	13708	1260285
538	13732	1260186
539	13760	1260376
540	13785	1260273
541	13812	1260402
542	13838	1260411
543	13861	1260196
544	13887	1260233
545	13915	1260353
546	13940	1260355
547	13965	1260240
548	13994	1260535
549	14017	1260271
550	14044	1260414
551	14068	1260273
552	14093	1260169
553	14117	1260013
554	14140	1259773
555	14165	1259723
556	14190	1259608
557	14215	1259545
558	14239	1259452
559	14266	1259563
560	14291	1259464
561	14320	1259716
562	14345	1259635
563	14368	1259452
564	14395	1259585
565	14421	1259605
566	14447	1259562
567	14469	1259264
568	14492	1258988
569	14517	1258954
570	14545	1259181
571	14568	1258944
572	14591	1258688
573	14617	1258718
574	14643	1258684
575	14675	1259262
576	14700	1259207
577	14725	1259113
578	14748	1258860
579	14774	1258913
580	14799	1258784
581	14825	1258841
582	14849	1258659
583	14876	1258756
584	14902	1258808
585	14924	1258528
586	14951	1258560
587	14979	1258791
588	15001	1258441
589	15025	1258339
590	15052	1258394
591	15075	1258198
592	15098	1257959
593	15123	1257877
594	15145	1257545
595	15168	1257364
596	15190	1257051
597	15217	1257127
598	15241	1257024
599	15267	1257055
600	15291	1256866
601	15313	1256566
602	15337	1256390
603	15362	1256383
604	15385	1256170
605	15408	1255944
606	15434	1255937
607	15459	1255915
608	15482	1255653
609	15504	1255390
610	15529	1255316
611	15553	1255157
612	15578	1255078
613	15600	1254825
614	15626	1254851
615	15650	1254707
616	15674	1254547
617	15697	1254334
618	15723	1254383
619	15751	1254491
620	15770	1254002
621	15794	1253891
622	15820	1253869
623	15843	1253649
624	15865	1253388
625	15890	1253348
626	15914	1253206
627	15938	1253027
628	15962	1252949
629	15989	1253053
630	16013	1252867
631	16037	1252735
632	16063	1252746
633	16085	1252475
634	16107	1252180
635	16129	1251929
636	16152	1251741
637	16176	1251550
638	16203	1251638
639	16228	1251588
640	16253	1251565
641	16274	1251240
642	16298	1251066
643	16320	1250813
644	16344	1250670
645	16370	1250672
646	16392	1250424
647	16416	1250295
648	16441	1250235
649	16463	1249940
650	16486	1249731
651	16510	1249615
652	16532	1249337
653	16557	1249274
654	16581	1249201
655	16609	1249343
656	16636	1249477
657	16661	1249407
658	16683	1249134
659	16707	1249016
660	16730	1248833
661	16753	1248635
662	16778	1248602
663	16802	1248459
664	16827	1248425
665	16852	1248378
666	16879	1248413
667	16905	1248503
668	16929	1248387
669	16957	1248525
670	16985	1248677
671	17009	1248610
672	17033	1248484
673	17061	1248637
674	17085	1248485
675	17107	1248231
676	17128	1247907
677	17151	1247737
678	17175	1247573
679	17198	1247432
680	17225	1247522
681	17251	1247557
682	17273	1247289
683	17298	1247215
684	17325	1247291
685	17351	1247314
686	17373	1247060
687	17395	1246841
688	17419	1246691
689	17444	1246622
690	17466	1246401
691	17489	1246232
692	17514	1246148
693	17537	1246002
694	17563	1245993
695	17587	1245881
696	17612	1245822
697	17639	1245949
698	17663	1245823
699	17686	1245609
700	17710	1245506
701	17735	1245447
702	17761	1245484
703	17784	1245302
704	17807	1245145
705	17835	1245268
706	17861	1245303
707	17884	1245171
708	17910	1245152
709	17934	1245044
710	17958	1244916
711	17982	1244806
712	18006	1244724
713	18031	1244709
714	18058	1244773
715	18083	1244706
716	18107	1244595
717	18131	1244485
718	18155	1244412
719	18179	1244271
720	18202	1244133
721	18225	1243925
722	18247	1243684
723	18272	1243631
724	18297	1243604
725	18320	1243423
726	18344	1243300
727	18370	1243338
728	18394	1243220
729	18415	1242903
730	18440	1242882
731	18465	1242806
732	18489	1242715
733	18514	1242715
734	18536	1242438
735	18560	1242372
736	18588	1242489
737	18613	1242471
738	18638	1242425
739	18669	1242791
740	18696	1242867
741	18723	1242994
742	18749	1242979
743	18779	1243258
744	18804	1243274
745	18829	1243207
746	18852	1243038
747	18877	1243013
748	18902	1242958
749	18929	1243051
750	18956	1243099
751	18977	1242812
752	19001	1242733
753	19027	1242732
754	19050	1242562
755	19073	1242374
756	19096	1242241
757	19120	1242100
758	19145	1242066
759	19171	1242113
760	19195	1242014
761	19219	1241920
762	19244	1241879
763	19267	1241724
764	19293	1241712
765	19317	1241631
766	19342	1241548
767	19369	1241636
768	19392	1241527
769	19417	1241457
770	19441	1241376
771	19468	1241418
772	19491	1241303
773	19514	1241099
774	19537	1240939
775	19561	1240864
776	19584	1240682
777	19608	1240571
778	19633	1240532
779	19659	1240579
780	19683	1240464
781	19711	1240618
782	19734	1240463
783	19761	1240513
784	19784	1240389
785	19809	1240309
786	19834	1240323
787	19860	1240334
788	19885	1240269
789	19909	1240168
790	19933	1240113
791	19961	1240250
792	19987	1240236
793	20009	1240052
794	20031	1239830
795	20054	1239652
796	20077	1239474
797	20101	1239389
798	20128	1239484
799	20155	1239564
800	20180	1239519
801	20202	1239298
802	20223	1239017
803	20249	1239039
804	20274	1238997
805	20296	1238775
806	20319	1238615
807	20342	1238466
808	20365	1238340
809	20390	1238264
810	20412	1238041
811	20434	1237836
812	20458	1237752
813	20482	1237646
814	20508	1237710
815	20531	1237509
816	20555	1237409
817	20579	1237323
818	20602	1237181
819	20630	1237324
820	20656	1237379
821	20677	1237084
822	20703	1237121
823	20729	1237148
824	20752	1236999
825	20778	1237010
826	20803	1236955
827	20827	1236869
828	20851	1236769
829	20875	1236674
830	20895	1236381
831	20919	1236264
832	20943	1236149
833	20968	1236150
834	20990	1235924
835	21015	1235874
836	21037	1235661
837	21062	1235644
838	21088	1235658
839	21111	1235534
840	21135	1235427
841	21157	1235229
842	21177	1234921
843	21200	1234756
844	21227	1234812
845	21253	1234884
846	21278	1234851
847	21300	1234637
848	21324	1234523
849	21350	1234584
850	21374	1234482
851	21400	1234524
852	21423	1234360
853	21445	1234117
854	21471	1234153
855	21491	1233845
856	21514	1233689
857	21536	1233509
858	21559	1233335
859	21581	1233165
860	21601	1232852
861	21625	1232726
862	21648	1232594
863	21670	1232407
864	21695	1232366
865	21719	1232316
866	21744	1232239
867	21769	1232211
868	21791	1232040
869	21816	1231997
870	21838	1231808
871	21862	1231743
872	21888	1231753
873	21912	1231688
874	21937	1231608
875	21960	1231473
876	21984	1231417
877	22008	1231343
878	22031	1231173
879	22053	1230971
880	22074	1230743
881	22097	1230612
882	22122	1230553
883	22144	1230347
884	22168	1230276
885	22192	1230227
886	22220	1230369
887	22243	1230205
888	22266	1230073
889	22290	1229995
890	22317	1230079
891	22340	1229937
892	22365	1229905
893	22392	1229998
894	22423	1230269
895	22446	1230146
896	22473	1230243
897	22498	1230194
898	22524	1230208
899	22548	1230128
900	22569	1229894
901	22597	1230033
902	22620	1229897
903	22644	1229815
904	22668	1229716
905	22692	1229633
906	22716	1229568
907	22739	1229411
908	22763	1229344
909	22786	1229238
910	22812	1229224
911	22836	1229175
912	22860	1229083
913	22883	1228946
914	22906	1228792
915	22928	1228639
916	22954	1228631
917	22983	1228843
918	23005	1228656
919	23028	1228538
920	23054	1228533
921	23080	1228563
922	23103	1228433
923	23127	1228340
924	23155	1228490
925	23180	1228441
926	23203	1228353
927	23229	1228367
928	23254	1228351
929	23276	1228142
930	23303	1228235
931	23325	1228026
932	23349	1227949
933	23370	1227744
934	23393	1227596
935	23419	1227643
936	23445	1227652
937	23466	1227421
938	23489	1227265
939	23511	1227090
940	23536	1227052
941	23556	1226799
942	23577	1226549
943	23601	1226482
944	23626	1226443
945	23651	1226453
946	23674	1226312
947	23697	1226145
948	23719	1225975
949	23746	1226086
950	23780	1226493
951	23805	1226478
952	23828	1226372
953	23852	1226274
954	23877	1226239
955	23900	1226143
956	23925	1226123
957	23954	1226255
958	23978	1226216
959	24007	1226386
960	24036	1226577
961	24062	1226602
962	24084	1226394
963	24108	1226355
964	24131	1226209
965	24154	1226096
966	24178	1226002
967	24203	1225952
968	24225	1225811
969	24251	1225812
970	24277	1225835
971	24303	1225883
972	24330	1225951
973	24354	1225887
974	24375	1225653
975	24400	1225625
976	24426	1225625
977	24450	1225591
978	24473	1225439
979	24497	1225376
980	24524	1225432
981	24548	1225351
982	24571	1225255
983	24593	1225055
984	24620	1225136
985	24644	1225058
986	24665	1224833
987	24689	1224788
988	24713	1224696
989	24734	1224490
990	24758	1224412
991	24781	1224265
992	24803	1224103
993	24825	1223956
994	24850	1223901
995	24872	1223736
996	24897	1223731
997	24919	1223534
998	24942	1223406
999	24968	1223454
1000	24993	1223430
1001	25015	1223238
1002	25037	1223093
1003	25061	1223015
1004	25084	1222879
1005	25108	1222845
1006	25132	1222738
1007	25155	1222641
1008	25180	1222626
1009	25205	1222591
1010	25231	1222594
1011	25259	1222752
1012	25286	1222811
1013	25310	1222762
1014	25333	1222610
1015	25357	1222564
1016	25380	1222443
1017	25406	1222444
1018	25430	1222367
1019	25454	1222300
1020	25479	1222310
1021	25503	1222206
1022	25526	1222099
1023	25548	1221959
1024	25573	1221921
1025	25598	1221896
1026	25619	1221680
1027	25644	1221651
1028	25666	1221468
1029	25687	1221297
1030	25710	1221155
1031	25735	1221124
1032	25781	1222130
1033	25805	1222023
1034	25830	1222020
1035	25853	1221880
1036	25875	1221744
1037	25903	1221849
1038	25927	1221798
1039	25952	1221764
1040	25975	1221623
1041	25997	1221506
1042	26019	1221341
1043	26041	1221146
1044	26064	1221027
1045	26089	1221012
1046	26112	1220909
1047	26137	1220884
1048	26162	1220859
1049	26190	1220979
1050	26214	1220922
1051	26283	1222924
1052	26379	1226205
1053	26421	1226961
1054	26456	1227383
1055	26478	1227250
1056	26501	1227131
1057	26525	1227022
1058	26545	1226767
1059	26567	1226633
1060	26591	1226546
1061	26615	1226464
1062	26642	1226526
1063	26668	1226548
1064	26697	1226708
1065	26718	1226514
1066	26745	1226536
1067	26766	1226367
1068	26789	1226219
1069	26814	1226180
1070	26838	1226131
1071	26861	1226016
1072	26885	1225925
1073	26906	1225704
1074	26930	1225665
1075	26953	1225544
1076	26977	1225464
1077	27000	1225329
1078	27021	1225128
1079	27048	1225219
1080	27072	1225117
1081	27093	1224914
1082	27119	1224944
1083	27141	1224778
1084	27165	1224684
1085	27190	1224673
1086	27213	1224571
1087	27237	1224475
1088	27259	1224341
1089	27283	1224236
1090	27309	1224270
1091	27333	1224182
1092	27358	1224191
1093	27382	1224117
1094	27407	1224077
1095	27429	1223930
1096	27456	1223958
1097	27478	1223804
1098	27503	1223786
1099	27528	1223778
1100	27553	1223755
1101	27576	1223635
1102	27601	1223609
1103	27623	1223434
1104	27648	1223424
1105	27675	1223487
1106	27697	1223324
1107	27720	1223226
1108	27744	1223113
1109	27765	1222929
1110	27789	1222879
1111	27814	1222831
1112	27837	1222732
1113	27858	1222518
1114	27881	1222407
1115	27905	1222333
1116	27925	1222113
1117	27947	1221950
1118	27972	1221917
1119	27997	1221909
1120	28019	1221735
1121	28042	1221629
1122	28068	1221627
1123	28091	1221526
1124	28115	1221478
1125	28139	1221380
1126	28161	1221226
1127	28184	1221130
1128	28206	1220981
1129	28227	1220766
1130	28254	1220860
1131	28278	1220774
1132	28301	1220678
1133	28328	1220709
1134	28352	1220652
1135	28374	1220496
1136	28396	1220356
1137	28420	1220264
1138	28447	1220362
1139	28475	1220447
1140	28498	1220339
1141	28521	1220239
1142	28544	1220106
1143	28569	1220098
1144	28594	1220094
1145	28620	1220092
1146	28648	1220193
1147	28672	1220137
1148	28696	1220072
1149	28722	1220081
1150	28747	1220037
1151	28772	1220033
1152	28792	1219816
1153	28817	1219765
1154	28840	1219681
1155	28866	1219699
1156	28891	1219671
1157	28914	1219537
1158	28941	1219621
1159	28967	1219612
1160	28992	1219611
1161	29014	1219457
1162	29039	1219424
1163	29068	1219582
1164	29090	1219439
1165	29114	1219342
1166	29140	1219388
1167	29166	1219380
1168	29191	1219378
1169	29216	1219370
1170	29248	1219602
1171	29274	1219643
1172	29302	1219733
1173	29328	1219761
1174	29355	1219832
1175	29379	1219756
1176	29404	1219710
1177	29428	1219657
1178	29452	1219596
1179	29475	1219491
1180	29498	1219383
1181	29523	1219335
1182	29545	1219227
1183	29570	1219196
1184	29596	1219216
1185	29619	1219102
1186	29641	1218956
1187	29667	1218982
1188	29693	1218974
1189	29715	1218855
1190	29740	1218806
1191	29764	1218733
1192	29787	1218631
1193	29812	1218608
1194	29842	1218786
1195	29867	1218769
1196	29888	1218605
1197	29911	1218496
1198	29934	1218377
1199	29957	1218267
1200	29980	1218183
1201	30007	1218238
1202	30029	1218098
1203	30052	1217967
1204	30074	1217835
1205	30097	1217728
1206	30121	1217666
1207	30144	1217555
1208	30168	1217474
1209	30192	1217414
1210	30216	1217363
1211	30242	1217369
1212	30264	1217234
1213	30287	1217133
1214	30310	1217051
1215	30336	1217049
1216	30360	1216986
1217	30381	1216815
1218	30403	1216668
1219	30426	1216567
1220	30451	1216538
1221	30478	1216592
1222	30502	1216515
1223	30528	1216569
1224	30553	1216509
1225	30578	1216504
1226	30600	1216353
1227	30622	1216226
1228	30647	1216199
1229	30671	1216117
1230	30693	1215997
1231	30717	1215925
1232	30742	1215922
1233	30765	1215799
1234	30789	1215731
1235	30816	1215796
1236	30839	1215686
1237	30861	1215581
1238	30887	1215578
1239	30909	1215457
1240	30935	1215449
1241	30962	1215505
1242	30986	1215443
1243	31008	1215327
1244	31031	1215196
1245	31056	1215201
1246	31077	1215007
1247	31100	1214915
1248	31122	1214792
1249	31151	1214921
1250	31178	1214976
1251	31205	1215013
1252	31232	1215092
1253	31254	1214942
1254	31278	1214871
1255	31302	1214796
1256	31322	1214595
1257	31343	1214429
1258	31365	1214282
1259	31386	1214100
1260	31407	1213950
1261	31432	1213908
1262	31455	1213804
1263	31479	1213762
1264	31503	1213684
1265	31528	1213682
1266	31551	1213568
1267	31576	1213542
1268	31599	1213459
1269	31621	1213301
1270	31642	1213126
1271	31664	1213025
1272	31686	1212885
1273	31711	1212857
1274	31736	1212826
1275	31758	1212711
1276	31780	1212566
1277	31803	1212452
1278	31824	1212307
1279	31849	1212272
1280	31875	1212303
1281	31901	1212308
1282	31929	1212401
1283	31953	1212343
1284	31976	1212227
1285	31999	1212139
1286	32022	1212040
1287	32045	1211938
1288	32070	1211921
1289	32089	1211703
1290	32115	1211712
1291	32145	1211857
1292	32168	1211787
1293	32192	1211718
1294	32216	1211661
1295	32240	1211624
1296	32267	1211658
1297	32291	1211604
1298	32311	1211407
1299	32336	1211381
1300	32361	1211371
1301	32384	1211243
1302	32408	1211188
1303	32434	1211231
1304	32459	1211184
1305	32485	1211221
1306	32508	1211140
1307	32533	1211103
1308	32555	1210983
1309	32578	1210863
1310	32600	1210749
1311	32622	1210614
1312	32644	1210476
1313	32669	1210445
1314	32695	1210491
1315	32720	1210454
1316	32744	1210401
1317	32767	1210327
1318	32792	1210285
1319	32816	1210234
1320	32840	1210164
1321	32865	1210162
1322	32889	1210102
1323	32914	1210069
1324	32939	1210049
1325	32962	1209979
1326	32985	1209887
1327	33011	1209876
1328	33031	1209688
1329	33054	1209600
1330	33082	1209699
1331	33108	1209693
1332	33133	1209666
1333	33161	1209758
1334	33185	1209700
1335	33209	1209648
1336	33230	1209482
1337	33251	1209334
1338	33275	1209259
1339	33300	1209244
1340	33324	1209181
1341	33348	1209158
1342	33371	1209054
1343	33395	1208991
1344	33417	1208885
1345	33442	1208834
1346	33467	1208835
1347	33491	1208774
1348	33514	1208671
1349	33538	1208643
1350	33561	1208534
1351	33585	1208468
1352	33607	1208369
1353	33630	1208262
1354	33653	1208185
1355	33677	1208114
1356	33699	1208006
1357	33723	1207933
1358	33747	1207891
1359	33771	1207840
1360	33796	1207801
1361	33820	1207761
1362	33842	1207638
1363	33865	1207534
1364	33890	1207534
1365	33917	1207560
1366	33940	1207497
1367	33964	1207445
1368	33994	1207583
1369	34014	1207407
1370	34040	1207405
1371	34065	1207379
1372	34088	1207312
1373	34113	1207278
1374	34137	1207222
1375	34160	1207127
1376	34185	1207127
1377	34210	1207097
1378	34234	1207031
1379	34259	1207010
1380	34285	1207028
1381	34308	1206937
1382	34331	1206873
1383	34352	1206705
1384	34375	1206627
1385	34400	1206615
1386	34425	1206580
1387	34449	1206540
1388	34476	1206570
1389	34500	1206537
1390	34525	1206512
1391	34550	1206496
1392	34577	1206551
1393	34602	1206528
1394	34628	1206520
1395	34651	1206460
1396	34673	1206339
1397	34698	1206312
1398	34725	1206362
1399	34748	1206280
1400	34774	1206285
1401	34798	1206221
1402	34824	1206245
1403	34848	1206187
1404	34873	1206160
1405	34897	1206133
1406	34920	1206033
1407	34940	1205852
1408	34964	1205802
1409	34988	1205752
1410	35011	1205655
1411	35037	1205667
1412	35059	1205547
1413	35084	1205522
1414	35107	1205446
1415	35130	1205367
1416	35152	1205241
1417	35175	1205140
1418	35198	1205065
1419	35225	1205113
1420	35253	1205208
1421	35278	1205167
1422	35303	1205163
1423	35326	1205053
1424	35350	1205006
1425	35374	1204958
1426	35399	1204951
1427	35422	1204864
1428	35444	1204748
1429	35467	1204671
1430	35492	1204631
1431	35516	1204590
1432	35541	1204560
1433	35563	1204436
1434	35585	1204341
1435	35607	1204221
1436	35629	1204101
1437	35654	1204060
1438	35677	1203981
1439	35703	1204013
1440	35725	1203890
1441	35747	1203757
1442	35771	1203696
1443	35792	1203569
1444	35818	1203582
1445	35841	1203501
1446	35867	1203511
1447	35892	1203483
1448	35916	1203444
1449	35939	1203360
1450	35964	1203349
1451	35988	1203273
1452	36011	1203216
1453	36034	1203128
1454	36060	1203126
1455	36085	1203104
1456	36109	1203063
1457	36131	1202953
1458	36155	1202907
1459	36179	1202832
1460	36202	1202764
1461	36223	1202605
1462	36248	1202603
1463	36274	1202608
1464	36299	1202587
1465	36325	1202606
1466	36351	1202637
1467	36376	1202599
1468	36399	1202521
1469	36422	1202434
1470	36446	1202380
1471	36470	1202353
1472	36494	1202274
1473	36520	1202297
1474	36544	1202263
1475	36573	1202356
1476	36597	1202324
1477	36619	1202214
1478	36647	1202274
1479	36672	1202259
1480	36694	1202152
1481	36718	1202082
1482	36741	1202027
1483	36764	1201917
1484	36787	1201838
1485	36808	1201701
1486	36835	1201761
1487	36860	1201731
1488	36883	1201655
1489	36909	1201667
1490	36933	1201630
1491	36955	1201509
1492	36981	1201504
1493	37007	1201540
1494	37032	1201507
1495	37057	1201489
1496	37079	1201366
1497	37102	1201291
1498	37126	1201249
